customer_id,product_id,quantity,manufacturer_id,attribute_1,attribute_2,attribute_3,attribute_4,attribute_5,parent_categories,days_since_purchase,total_purchases,unique_products,total_unique_product_sold,last_purchase,recency_div_product,next_purchase_weeks
241,11088,1,888,4,0,276,3,44,"[2364, 3137, 3027, 3630, 3898, 3898]",145,37,31,3,82,27,4
243,17965,1,1371,4,0,430,0,148,"[3311, 3137, 2231, 969]",13,64,48,2,125,2,1
243,19441,2,1324,10,0,421,3,3,"[2364, 2385, 2385, 3576, 1841, 1841, 3898, 3898]",233,64,48,12,58,18,4
243,19441,1,1324,10,0,421,3,3,"[2364, 2385, 2385, 3576, 1841, 1841, 3898, 3898]",177,64,48,12,188,18,4
243,19441,1,1324,10,0,421,3,3,"[2364, 2385, 2385, 3576, 1841, 1841, 3898, 3898]",69,64,48,12,193,18,3
261,7503,2,186,4,2,444,3,66,"[2364, 3860, 3288, 3288, 875]",169,119,57,13,33,12,4
261,7503,2,186,4,2,444,3,66,"[2364, 3860, 3288, 3288, 875]",44,119,57,13,1,12,2
261,22288,1,617,4,0,484,3,144,[2566],169,119,57,4,193,40,4
261,23198,1,523,10,0,260,0,84,"[3288, 621, 1511, 3898, 3477, 3477]",169,119,57,7,18,27,4
261,24405,1,993,4,0,102,3,144,"[3288, 126, 875]",169,119,57,8,210,24,4
261,24405,1,993,4,0,102,3,144,"[3288, 126, 875]",44,119,57,8,125,24,2
270,4815,2,328,4,0,498,0,13,[1835],83,29,20,4,43,43,3
270,7996,2,897,4,1,517,0,-1,[],83,29,20,5,3,9,3
270,13979,2,1265,4,0,517,0,-1,"[3598, 566, 1584]",83,29,20,5,178,9,3
270,25509,2,319,4,1,515,0,-1,"[3699, 566, 1584]",83,29,20,5,3,9,3
274,22925,1,1037,10,0,395,0,1,"[153, 153, 153, 2785, 464]",66,35,29,5,96,26,3
277,3320,1,569,4,0,291,3,44,"[1682, 1543, 2134, 2134, 2134, 2134, 3726, 3726, 2720, 452, 264, 3233, 1396, 1480, 73, 1565, 1557, 3819, 3898, 3898, 3898, 3898, 3898, 3898, 3898]",229,66,38,2,102,6,2
277,11251,2,1496,10,0,348,0,95,"[2231, 489, 1678, 2542, 2542, 2542, 3685, 3898, 3898, 489, 3898, 3898, 3898]",243,66,38,25,51,8,3
277,11251,1,1496,10,0,348,0,95,"[2231, 489, 1678, 2542, 2542, 2542, 3685, 3898, 3898, 489, 3898, 3898, 3898]",229,66,38,25,202,8,2
277,11251,3,1496,10,0,348,0,95,"[2231, 489, 1678, 2542, 2542, 2542, 3685, 3898, 3898, 489, 3898, 3898, 3898]",216,66,38,25,96,8,4
277,11251,3,1496,10,0,348,0,95,"[2231, 489, 1678, 2542, 2542, 2542, 3685, 3898, 3898, 489, 3898, 3898, 3898]",161,66,38,25,177,8,3
277,11251,2,1496,10,0,348,0,95,"[2231, 489, 1678, 2542, 2542, 2542, 3685, 3898, 3898, 489, 3898, 3898, 3898]",145,66,38,25,161,8,3
277,11251,2,1496,10,0,348,0,95,"[2231, 489, 1678, 2542, 2542, 2542, 3685, 3898, 3898, 489, 3898, 3898, 3898]",98,66,38,25,48,8,3
277,11251,2,1496,10,0,348,0,95,"[2231, 489, 1678, 2542, 2542, 2542, 3685, 3898, 3898, 489, 3898, 3898, 3898]",79,66,38,25,13,8,4
277,19634,1,52,6,0,182,0,17,"[3056, 3898, 2231, 861, 861, 861]",145,66,38,12,80,14,3
277,19634,2,52,6,0,182,0,17,"[3056, 3898, 2231, 861, 861, 861]",98,66,38,12,134,14,3
277,19634,3,52,6,0,182,0,17,"[3056, 3898, 2231, 861, 861, 861]",79,66,38,12,197,14,4
277,24254,1,1201,4,3,30,0,163,"[2364, 3027, 2012, 2006, 2231, 488, 1282, 3898, 3898, 3898, 3590, 3898]",229,66,38,3,60,13,1
277,32204,2,1496,10,0,345,3,95,"[2542, 1678, 489]",167,66,38,4,169,28,4
283,19913,4,207,4,3,321,0,144,"[1682, 2302, 2599, 2191, 1557, 3819, 3898, 3898, 3898]",35,28,20,12,97,15,3
283,20594,2,186,4,0,15,3,81,"[3898, 3898, 3898, 3898, 2012, 3417, 2924, 3898, 3898]",95,28,20,7,174,12,3
283,27882,1,325,6,0,267,0,165,"[3137, 3605, 3605, 1054]",35,28,20,2,13,7,3
288,10254,2,1125,10,0,505,0,126,"[2920, 3487]",184,72,57,3,129,184,1
288,14776,2,1496,4,0,322,0,144,"[918, 1682, 2599, 3819, 1557, 3898]",177,72,57,14,102,8,3
288,14776,2,1496,4,0,322,0,144,"[918, 1682, 2599, 3819, 1557, 3898]",157,72,57,14,136,8,3
288,14776,2,1496,4,0,322,0,144,"[918, 1682, 2599, 3819, 1557, 3898]",142,72,57,14,54,8,4
288,22910,1,127,4,0,322,0,144,"[1682, 3726, 3726, 2599, 1396, 1396, 3368, 2965, 2622, 3819]",177,72,57,4,55,28,3
294,10440,1,1142,4,0,432,3,159,"[3437, 3898, 2208]",172,20,17,2,0,6,2
300,29657,4,18,10,0,345,0,84,"[621, 380, 2762, 489, 2542, 2542, 3898, 3898, 3898, 2497, 2231, 2231, 2231, 1812]",207,19,14,10,238,2,3
303,15368,1,888,4,0,76,0,53,"[2364, 1178, 1178, 2832, 2762, 3898, 3162, 3898, 3898]",230,49,39,6,71,32,4
303,15368,1,888,4,0,76,0,53,"[2364, 1178, 1178, 2832, 2762, 3898, 3162, 3898, 3898]",204,49,39,6,46,32,2
317,17110,5,703,10,0,345,3,99,"[2542, 2433]",139,15,13,16,224,8,3
320,29657,1,18,10,0,345,0,84,"[621, 380, 2762, 489, 2542, 2542, 3898, 3898, 3898, 2497, 2231, 2231, 2231, 1812]",65,25,22,7,50,17,1
324,6738,1,1163,10,0,239,0,84,"[2703, 3829]",31,40,34,2,171,13,4
326,27989,1,847,4,0,491,3,151,"[2364, 3898, 2894, 2894, 2940]",90,12,9,3,21,13,2
329,27095,1,1401,4,0,145,0,163,"[370, 2475, 3898, 1072, 1072]",145,35,28,2,19,5,2
330,14815,3,290,10,0,345,3,95,"[2542, 2542, 489, 3898, 1543, 1543, 1543, 729, 3027, 3781]",138,23,21,5,14,1,2
332,8004,1,6,6,0,303,3,45,"[3488, 1682, 2720, 3898, 3898]",177,23,18,5,103,35,2
332,29657,3,18,10,0,345,0,84,"[621, 380, 2762, 489, 2542, 2542, 3898, 3898, 3898, 2497, 2231, 2231, 2231, 1812]",28,23,18,8,63,7,4
336,877,1,734,6,0,503,3,17,"[3189, 2364, 3056, 3056, 148, 3898]",193,60,51,4,82,30,4
342,29657,3,18,10,0,345,0,84,"[621, 380, 2762, 489, 2542, 2542, 3898, 3898, 3898, 2497, 2231, 2231, 2231, 1812]",116,17,16,4,58,5,4
344,6792,1,514,4,0,322,3,117,"[2920, 728, 3726, 2191, 3781, 3233, 2965, 3898, 3898, 1812, 3898, 3898]",132,61,50,2,133,13,4
344,18350,1,186,4,0,318,0,163,"[1682, 1599, 857, 1565, 1557, 73, 3898, 3898]",132,61,50,2,52,13,4
346,4325,1,539,6,0,303,0,45,"[1852, 1682, 2231, 3093, 3898, 452, 2720, 264, 3898, 3898, 3898]",47,27,17,4,34,42,4
346,7460,1,408,6,0,254,0,122,"[3056, 3898, 3898, 3898]",47,27,17,7,220,29,4
346,26159,1,1065,10,0,491,3,147,"[2920, 1072, 2762, 1684, 3898, 3898, 3898, 3898, 3898]",111,27,17,2,14,13,4
353,2627,2,186,4,0,28,0,81,"[2012, 3898, 3898, 3898, 3898]",95,56,30,6,107,19,4
353,2627,1,186,4,0,28,0,81,"[2012, 3898, 3898, 3898, 3898]",71,56,30,6,8,19,4
353,2627,1,186,4,0,28,0,81,"[2012, 3898, 3898, 3898, 3898]",46,56,30,6,216,19,4
353,6057,1,539,6,0,303,0,45,"[1852, 1682, 1682, 3898, 452, 2720, 264, 3093, 1682, 3898, 3898, 3898, 3898]",95,56,30,4,62,18,4
353,12192,1,1163,10,0,238,0,84,"[2703, 857, 1103, 2771, 2956, 2956, 2369, 2346, 3898, 2771]",54,56,30,2,15,4,2
353,14005,1,400,4,0,322,0,144,"[1682, 2599, 3819]",138,56,30,9,183,17,3
353,14005,1,400,4,0,322,0,144,"[1682, 2599, 3819]",119,56,30,9,41,17,4
353,23050,1,1411,4,0,22,0,151,"[2012, 3898, 3898, 3337, 2924, 3898, 3898, 3898, 3898]",46,56,30,4,52,6,4
353,28827,1,1383,10,0,537,0,3,"[458, 458, 458, 2385, 223, 162, 162, 2033, 2266, 1841, 1841]",138,56,30,3,62,19,3
354,31571,1,771,10,1,503,0,17,"[431, 148, 150]",64,30,25,6,239,22,4
357,2113,8,1180,10,0,345,0,95,"[1678, 2542, 489, 1543, 1543, 1543, 489, 2542, 2542, 861, 2231, 3295, 3295]",172,33,26,36,27,3,3
362,4280,1,1039,4,0,336,0,44,"[370, 2762, 370]",240,22,14,5,1,35,4
368,1311,2,408,4,0,166,3,140,"[1178, 3898]",65,33,24,12,39,18,4
377,32204,7,1496,10,0,345,3,95,"[2542, 1678, 489]",219,28,17,33,4,6,4
377,32204,4,1496,10,0,345,3,95,"[2542, 1678, 489]",22,28,17,33,42,6,4
384,30448,2,1306,4,0,416,0,76,"[1223, 2589, 1637]",137,21,18,11,64,17,4
388,29534,1,963,10,0,507,3,149,"[298, 3509, 1065, 1065, 802, 802, 2160, 2160]",33,51,40,4,58,52,4
389,31354,4,105,4,0,469,0,-1,"[3898, 3898, 3898, 3898, 2915, 2915]",18,6,3,64,60,0,1
389,31354,20,105,4,0,469,0,-1,"[3898, 3898, 3898, 3898, 2915, 2915]",13,6,3,64,55,0,2
389,31354,20,105,4,0,469,0,-1,"[3898, 3898, 3898, 3898, 2915, 2915]",6,6,3,64,156,0,1
395,9761,2,1379,4,0,444,3,81,"[566, 2453, 2453, 1967, 1967, 2045, 2045]",174,27,23,3,7,1,1
399,2429,2,486,4,1,450,0,76,[],56,35,29,8,26,5,3
399,4153,1,362,4,1,450,0,76,[],223,35,29,4,141,8,1
404,180,3,1496,4,0,71,3,44,"[918, 1178, 3898, 3898]",51,28,25,8,90,23,3
405,5548,1,378,10,0,412,0,84,"[2364, 2385, 1951, 225, 1400, 162, 556, 2033]",231,44,41,2,18,7,3
405,20309,2,323,10,0,341,0,126,[1778],32,44,41,3,107,3,2
411,28503,3,1006,4,0,491,3,78,"[1693, 370, 3565, 3898, 3898]",42,11,9,6,128,0,1
420,6748,1,393,10,0,492,3,121,"[1072, 1072, 2478, 2478, 2894, 3163]",106,15,12,4,171,24,3
420,28715,1,1368,4,1,487,0,66,"[3565, 3097, 2894, 1010, 1812, 319, 3898, 3898, 3898, 3898, 3898, 3898]",106,15,12,2,20,7,3
421,18410,1,1249,10,1,503,0,39,"[965, 441]",103,14,13,2,215,12,4
422,11251,2,1496,10,0,348,0,95,"[2231, 489, 1678, 2542, 2542, 2542, 3685, 3898, 3898, 489, 3898, 3898, 3898]",160,20,12,16,152,14,3
424,20478,1,539,6,0,303,0,45,"[1852, 1682, 3898, 2762, 1840, 3093, 2720, 452, 3898, 264, 3898, 3898, 3898]",229,49,40,5,7,19,3
430,18255,1,177,10,0,519,0,9,"[1739, 1872, 1152, 3295, 2346, 2369]",57,27,26,2,234,11,4
432,29657,1,18,10,0,345,0,84,"[621, 380, 2762, 489, 2542, 2542, 3898, 3898, 3898, 2497, 2231, 2231, 2231, 1812]",71,12,10,6,110,9,4
442,1782,1,6,4,3,321,0,144,"[3488, 3726, 3045, 2302, 2599, 2191, 3781, 3233, 1812, 661, 3898, 3898, 3898, 3488, 1543, 1543, 1543, 3726, 488, 2720, 3898]",243,36,26,2,20,13,4
454,12871,1,671,10,0,379,0,87,[3723],77,58,50,3,99,4,3
458,1299,1,1056,4,0,474,-1,108,"[3898, 3898, 3898, 3898, 1499, 1499, 2364]",124,101,59,5,213,35,4
458,1299,1,1056,4,0,474,-1,108,"[3898, 3898, 3898, 3898, 1499, 1499, 2364]",28,101,59,5,84,35,4
458,8615,1,378,4,0,322,0,144,"[1682, 2134, 3781, 3819, 1565, 3819, 3898, 3898]",243,101,59,18,49,13,4
458,8615,1,378,4,0,322,0,144,"[1682, 2134, 3781, 3819, 1565, 3819, 3898, 3898]",217,101,59,18,70,13,3
